Number,Group,Sub-group,Type,Protocol,Universe,Address,X,Y
1539,Haut,Port 08,GRB,ArtNet,12,295,349,296
1540,Haut,Port 08,GRB,ArtNet,12,298,349,298
1541,Haut,Port 08,GRB,ArtNet,12,301,349,301
1542,Haut,Port 08,GRB,ArtNet,12,304,349,304
1543,Haut,Port 08,GRB,ArtNet,12,307,349,306
1544,Haut,Port 08,GRB,ArtNet,12,310,349,309
1545,Haut,Port 08,GRB,ArtNet,12,313,349,311
1546,Haut,Port 08,GRB,ArtNet,12,316,349,314
1547,Haut,Port 08,GRB,ArtNet,12,319,349,316
1548,Haut,Port 08,GRB,ArtNet,12,322,349,319
1549,Haut,Port 08,GRB,ArtNet,12,325,349,321
1550,Haut,Port 08,GRB,ArtNet,12,328,349,324
1551,Haut,Port 08,GRB,ArtNet,12,331,349,326
1552,Haut,Port 08,GRB,ArtNet,12,334,349,329
1553,Haut,Port 08,GRB,ArtNet,12,337,349,331
1554,Haut,Port 08,GRB,ArtNet,12,340,349,334
1555,Haut,Port 08,GRB,ArtNet,12,343,349,336
1556,Haut,Port 08,GRB,ArtNet,12,346,349,339
1557,Haut,Port 08,GRB,ArtNet,12,349,349,341
1558,Haut,Port 08,GRB,ArtNet,12,352,349,344
1559,Haut,Port 08,GRB,ArtNet,12,355,349,346
1560,Haut,Port 08,GRB,ArtNet,12,358,349,349
1561,Haut,Port 09,GRB,ArtNet,12,361,349,349
1562,Haut,Port 09,GRB,ArtNet,12,364,346,349
1563,Haut,Port 09,GRB,ArtNet,12,367,344,349
1564,Haut,Port 09,GRB,ArtNet,12,370,341,349
1565,Haut,Port 09,GRB,ArtNet,12,373,339,349
1566,Haut,Port 09,GRB,ArtNet,12,376,336,349
1567,Haut,Port 09,GRB,ArtNet,12,379,334,349
1568,Haut,Port 09,GRB,ArtNet,12,382,331,349
1569,Haut,Port 09,GRB,ArtNet,12,385,329,349
1570,Haut,Port 09,GRB,ArtNet,12,388,326,349
1571,Haut,Port 09,GRB,ArtNet,12,391,324,349
1572,Haut,Port 09,GRB,ArtNet,12,394,321,349
1573,Haut,Port 09,GRB,ArtNet,12,397,319,349
1574,Haut,Port 09,GRB,ArtNet,12,400,316,349
1575,Haut,Port 09,GRB,ArtNet,12,403,314,349
1576,Haut,Port 09,GRB,ArtNet,12,406,311,349
1577,Haut,Port 09,GRB,ArtNet,12,409,309,349
1578,Haut,Port 09,GRB,ArtNet,12,412,306,349
1579,Haut,Port 09,GRB,ArtNet,12,415,304,349
1580,Haut,Port 09,GRB,ArtNet,12,418,301,349
1581,Haut,Port 09,GRB,ArtNet,12,421,298,349
1582,Haut,Port 09,GRB,ArtNet,12,424,296,349
1583,Haut,Port 09,GRB,ArtNet,12,427,293,349
1584,Haut,Port 09,GRB,ArtNet,12,430,291,349
1585,Haut,Port 09,GRB,ArtNet,12,433,288,349
1586,Haut,Port 09,GRB,ArtNet,12,436,286,349
1587,Haut,Port 09,GRB,ArtNet,12,439,283,349
1588,Haut,Port 09,GRB,ArtNet,12,442,281,349
1589,Haut,Port 09,GRB,ArtNet,12,445,278,349
1590,Haut,Port 09,GRB,ArtNet,12,448,276,349
1591,Haut,Port 09,GRB,ArtNet,12,451,273,349
1592,Haut,Port 09,GRB,ArtNet,12,454,271,349
1593,Haut,Port 09,GRB,ArtNet,12,457,268,349
1594,Haut,Port 09,GRB,ArtNet,12,460,266,349
1595,Haut,Port 09,GRB,ArtNet,12,463,263,349
1596,Haut,Port 09,GRB,ArtNet,12,466,261,349
1597,Haut,Port 09,GRB,ArtNet,12,469,258,349
1598,Haut,Port 09,GRB,ArtNet,12,472,256,349
1599,Haut,Port 09,GRB,ArtNet,12,475,253,349
1600,Haut,Port 09,GRB,ArtNet,12,478,251,349
1601,Haut,Port 09,GRB,ArtNet,12,481,248,349
1602,Haut,Port 09,GRB,ArtNet,12,484,245,349
1603,Haut,Port 09,GRB,ArtNet,12,487,243,349
1604,Haut,Port 09,GRB,ArtNet,12,490,240,349
1605,Haut,Port 09,GRB,ArtNet,12,493,238,349
1606,Haut,Port 09,GRB,ArtNet,12,496,235,349
1607,Haut,Port 09,GRB,ArtNet,12,499,233,349
1608,Haut,Port 09,GRB,ArtNet,12,502,230,349
1609,Haut,Port 09,GRB,ArtNet,12,505,228,349
1610,Haut,Port 09,GRB,ArtNet,12,508,225,349
1611,Haut,Port 09,GRB,ArtNet,13,1,223,349
1612,Haut,Port 09,GRB,ArtNet,13,4,220,349
1613,Haut,Port 09,GRB,ArtNet,13,7,218,349
1614,Haut,Port 09,GRB,ArtNet,13,10,215,349
1615,Haut,Port 09,GRB,ArtNet,13,13,213,349
1616,Haut,Port 09,GRB,ArtNet,13,16,210,349
1617,Haut,Port 09,GRB,ArtNet,13,19,208,349
1618,Haut,Port 09,GRB,ArtNet,13,22,205,349
1619,Haut,Port 09,GRB,ArtNet,13,25,203,349
1620,Haut,Port 09,GRB,ArtNet,13,28,200,349
1621,Haut,Port 10,GRB,ArtNet,13,31,200,349
1622,Haut,Port 10,GRB,ArtNet,13,34,200,346
1623,Haut,Port 10,GRB,ArtNet,13,37,200,344
1624,Haut,Port 10,GRB,ArtNet,13,40,200,341
1625,Haut,Port 10,GRB,ArtNet,13,43,200,339
1626,Haut,Port 10,GRB,ArtNet,13,46,200,336
1627,Haut,Port 10,GRB,ArtNet,13,49,200,334
1628,Haut,Port 10,GRB,ArtNet,13,52,200,331
1629,Haut,Port 10,GRB,ArtNet,13,55,200,329
1630,Haut,Port 10,GRB,ArtNet,13,58,200,326
1631,Haut,Port 10,GRB,ArtNet,13,61,200,324
1632,Haut,Port 10,GRB,ArtNet,13,64,200,321
1633,Haut,Port 10,GRB,ArtNet,13,67,200,319
1634,Haut,Port 10,GRB,ArtNet,13,70,200,316
1635,Haut,Port 10,GRB,ArtNet,13,73,200,314
1636,Haut,Port 10,GRB,ArtNet,13,76,200,311
1637,Haut,Port 10,GRB,ArtNet,13,79,200,309
1638,Haut,Port 10,GRB,ArtNet,13,82,200,306
1639,Haut,Port 10,GRB,ArtNet,13,85,200,304
1640,Haut,Port 10,GRB,ArtNet,13,88,200,301
1641,Haut,Port 10,GRB,ArtNet,13,91,200,298
1642,Haut,Port 10,GRB,ArtNet,13,94,200,296
1643,Haut,Port 10,GRB,ArtNet,13,97,200,293
1644,Haut,Port 10,GRB,ArtNet,13,100,200,291
1645,Haut,Port 10,GRB,ArtNet,13,103,200,288
1646,Haut,Port 10,GRB,ArtNet,13,106,200,286
1647,Haut,Port 10,GRB,ArtNet,13,109,200,283
1648,Haut,Port 10,GRB,ArtNet,13,112,200,281
1649,Haut,Port 10,GRB,ArtNet,13,115,200,278
1650,Haut,Port 10,GRB,ArtNet,13,118,200,276
1651,Haut,Port 10,GRB,ArtNet,13,121,200,273
1652,Haut,Port 10,GRB,ArtNet,13,124,200,271
1653,Haut,Port 10,GRB,ArtNet,13,127,200,268
1654,Haut,Port 10,GRB,ArtNet,13,130,200,266
1655,Haut,Port 10,GRB,ArtNet,13,133,200,263
1656,Haut,Port 10,GRB,ArtNet,13,136,200,261
1657,Haut,Port 10,GRB,ArtNet,13,139,200,258
1658,Haut,Port 10,GRB,ArtNet,13,142,200,256
1659,Haut,Port 10,GRB,ArtNet,13,145,200,253
1660,Haut,Port 10,GRB,ArtNet,13,148,200,251
1661,Haut,Port 10,GRB,ArtNet,13,151,200,248
1662,Haut,Port 10,GRB,ArtNet,13,154,200,245
1663,Haut,Port 10,GRB,ArtNet,13,157,200,243
1664,Haut,Port 10,GRB,ArtNet,13,160,200,240
1665,Haut,Port 10,GRB,ArtNet,13,163,200,238
1666,Haut,Port 10,GRB,ArtNet,13,166,200,235
1667,Haut,Port 10,GRB,ArtNet,13,169,200,233
1668,Haut,Port 10,GRB,ArtNet,13,172,200,230
1669,Haut,Port 10,GRB,ArtNet,13,175,200,228
1670,Haut,Port 10,GRB,ArtNet,13,178,200,225
1671,Haut,Port 10,GRB,ArtNet,13,181,200,223
1672,Haut,Port 10,GRB,ArtNet,13,184,200,220
1673,Haut,Port 10,GRB,ArtNet,13,187,200,218
1674,Haut,Port 10,GRB,ArtNet,13,190,200,215
1675,Haut,Port 10,GRB,ArtNet,13,193,200,213
1676,Haut,Port 10,GRB,ArtNet,13,196,200,210
1677,Haut,Port 10,GRB,ArtNet,13,199,200,208
1678,Haut,Port 10,GRB,ArtNet,13,202,200,205
1679,Haut,Port 10,GRB,ArtNet,13,205,200,203
1680,Haut,Port 10,GRB,ArtNet,13,208,200,200
1681,Bas,Port 8,GRB,ArtNet,14,1,225,225
1682,Bas,Port 8,GRB,ArtNet,14,4,227,225
1683,Bas,Port 8,GRB,ArtNet,14,7,228,225
1684,Bas,Port 8,GRB,ArtNet,14,10,230,225
1685,Bas,Port 8,GRB,ArtNet,14,13,232,225
1686,Bas,Port 8,GRB,ArtNet,14,16,233,225
1687,Bas,Port 8,GRB,ArtNet,14,19,235,225
1688,Bas,Port 8,GRB,ArtNet,14,22,237,225
1689,Bas,Port 8,GRB,ArtNet,14,25,238,225
1690,Bas,Port 8,GRB,ArtNet,14,28,240,225
1691,Bas,Port 8,GRB,ArtNet,14,31,242,225
1692,Bas,Port 8,GRB,ArtNet,14,34,243,225
1693,Bas,Port 8,GRB,ArtNet,14,37,245,225
1694,Bas,Port 8,GRB,ArtNet,14,40,247,225
1695,Bas,Port 8,GRB,ArtNet,14,43,248,225
1696,Bas,Port 8,GRB,ArtNet,14,46,250,225
1697,Bas,Port 8,GRB,ArtNet,14,49,252,225
1698,Bas,Port 8,GRB,ArtNet,14,52,254,225
1699,Bas,Port 8,GRB,ArtNet,14,55,255,225
1700,Bas,Port 8,GRB,ArtNet,14,58,257,225
1701,Bas,Port 8,GRB,ArtNet,14,61,259,225
1702,Bas,Port 8,GRB,ArtNet,14,64,260,225
1703,Bas,Port 8,GRB,ArtNet,14,67,262,225
1704,Bas,Port 8,GRB,ArtNet,14,70,264,225
1705,Bas,Port 8,GRB,ArtNet,14,73,265,225
1706,Bas,Port 8,GRB,ArtNet,14,76,267,225
1707,Bas,Port 8,GRB,ArtNet,14,79,269,225
1708,Bas,Port 8,GRB,ArtNet,14,82,270,225
1709,Bas,Port 8,GRB,ArtNet,14,85,272,225
1710,Bas,Port 8,GRB,ArtNet,14,88,274,225
1711,Bas,Port 8,GRB,ArtNet,14,91,275,225
1712,Bas,Port 8,GRB,ArtNet,14,94,277,225
1713,Bas,Port 8,GRB,ArtNet,14,97,279,225
1714,Bas,Port 8,GRB,ArtNet,14,100,280,225
1715,Bas,Port 8,GRB,ArtNet,14,103,282,225
1716,Bas,Port 8,GRB,ArtNet,14,106,284,225
1717,Bas,Port 8,GRB,ArtNet,14,109,285,225
1718,Bas,Port 8,GRB,ArtNet,14,112,287,225
1719,Bas,Port 8,GRB,ArtNet,14,115,289,225
1720,Bas,Port 8,GRB,ArtNet,14,118,290,225
1721,Bas,Port 8,GRB,ArtNet,14,121,292,225
1722,Bas,Port 8,GRB,ArtNet,14,124,294,225
1723,Bas,Port 8,GRB,ArtNet,14,127,295,225
1724,Bas,Port 8,GRB,ArtNet,14,130,297,225
1725,Bas,Port 8,GRB,ArtNet,14,133,299,225
1726,Bas,Port 8,GRB,ArtNet,14,136,301,225
1727,Bas,Port 8,GRB,ArtNet,14,139,302,225
1728,Bas,Port 8,GRB,ArtNet,14,142,304,225
1729,Bas,Port 8,GRB,ArtNet,14,145,306,225
1730,Bas,Port 8,GRB,ArtNet,14,148,307,225
1731,Bas,Port 8,GRB,ArtNet,14,151,309,225
1732,Bas,Port 8,GRB,ArtNet,14,154,311,225
1733,Bas,Port 8,GRB,ArtNet,14,157,312,225
1734,Bas,Port 8,GRB,ArtNet,14,160,314,225
1735,Bas,Port 8,GRB,ArtNet,14,163,316,225
1736,Bas,Port 8,GRB,ArtNet,14,166,317,225
1737,Bas,Port 8,GRB,ArtNet,14,169,319,225
1738,Bas,Port 8,GRB,ArtNet,14,172,321,225
1739,Bas,Port 8,GRB,ArtNet,14,175,322,225
1740,Bas,Port 8,GRB,ArtNet,14,178,324,225
1741,Bas,Port 8,GRB,ArtNet,14,181,325,225
1742,Bas,Port 8,GRB,ArtNet,14,184,325,227
1743,Bas,Port 8,GRB,ArtNet,14,187,325,228
1744,Bas,Port 8,GRB,ArtNet,14,190,325,230
1745,Bas,Port 8,GRB,ArtNet,14,193,325,232
1746,Bas,Port 8,GRB,ArtNet,14,196,325,233
1747,Bas,Port 8,GRB,ArtNet,14,199,325,235
1748,Bas,Port 8,GRB,ArtNet,14,202,325,237
1749,Bas,Port 8,GRB,ArtNet,14,205,325,238
1750,Bas,Port 8,GRB,ArtNet,14,208,325,240
1751,Bas,Port 8,GRB,ArtNet,14,211,325,242
1752,Bas,Port 8,GRB,ArtNet,14,214,325,243
1753,Bas,Port 8,GRB,ArtNet,14,217,325,245
1754,Bas,Port 8,GRB,ArtNet,14,220,325,247
1755,Bas,Port 8,GRB,ArtNet,14,223,325,248
1756,Bas,Port 8,GRB,ArtNet,14,226,325,250
1757,Bas,Port 8,GRB,ArtNet,14,229,325,252
1758,Bas,Port 8,GRB,ArtNet,14,232,325,254
1759,Bas,Port 8,GRB,ArtNet,14,235,325,255
1760,Bas,Port 8,GRB,ArtNet,14,238,325,257
1761,Bas,Port 8,GRB,ArtNet,14,241,325,259
1762,Bas,Port 8,GRB,ArtNet,14,244,325,260
1763,Bas,Port 8,GRB,ArtNet,14,247,325,262
1764,Bas,Port 8,GRB,ArtNet,14,250,325,264
1765,Bas,Port 8,GRB,ArtNet,14,253,325,265
1766,Bas,Port 8,GRB,ArtNet,14,256,325,267
1767,Bas,Port 8,GRB,ArtNet,14,259,325,269
1768,Bas,Port 8,GRB,ArtNet,14,262,325,270
1769,Bas,Port 8,GRB,ArtNet,14,265,325,272
1770,Bas,Port 8,GRB,ArtNet,14,268,325,274
1771,Bas,Port 8,GRB,ArtNet,14,271,325,275
1772,Bas,Port 8,GRB,ArtNet,14,274,325,277
1773,Bas,Port 8,GRB,ArtNet,14,277,325,279
1774,Bas,Port 8,GRB,ArtNet,14,280,325,280
1775,Bas,Port 8,GRB,ArtNet,14,283,325,282
1776,Bas,Port 8,GRB,ArtNet,14,286,325,284
1777,Bas,Port 8,GRB,ArtNet,14,289,325,285
1778,Bas,Port 8,GRB,ArtNet,14,292,325,287
1779,Bas,Port 8,GRB,ArtNet,14,295,325,289
1780,Bas,Port 8,GRB,ArtNet,14,298,325,290
1781,Bas,Port 8,GRB,ArtNet,14,301,325,292
1782,Bas,Port 8,GRB,ArtNet,14,304,325,294
1783,Bas,Port 8,GRB,ArtNet,14,307,325,295
1784,Bas,Port 8,GRB,ArtNet,14,310,325,297
1785,Bas,Port 8,GRB,ArtNet,14,313,325,299
1786,Bas,Port 8,GRB,ArtNet,14,316,325,301
1787,Bas,Port 8,GRB,ArtNet,14,319,325,302
1788,Bas,Port 8,GRB,ArtNet,14,322,325,304
1789,Bas,Port 8,GRB,ArtNet,14,325,325,306
1790,Bas,Port 8,GRB,ArtNet,14,328,325,307
1791,Bas,Port 8,GRB,ArtNet,14,331,325,309
1792,Bas,Port 8,GRB,ArtNet,14,334,325,311
1793,Bas,Port 8,GRB,ArtNet,14,337,325,312
1794,Bas,Port 8,GRB,ArtNet,14,340,325,314
1795,Bas,Port 8,GRB,ArtNet,14,343,325,316
1796,Bas,Port 8,GRB,ArtNet,14,346,325,317
1797,Bas,Port 8,GRB,ArtNet,14,349,325,319
1798,Bas,Port 8,GRB,ArtNet,14,352,325,321
1799,Bas,Port 8,GRB,ArtNet,14,355,325,322
1800,Bas,Port 8,GRB,ArtNet,14,358,325,324
1801,Bas,Port 8,GRB,ArtNet,14,361,324,325
1802,Bas,Port 8,GRB,ArtNet,14,364,322,325
1803,Bas,Port 8,GRB,ArtNet,14,367,321,325
1804,Bas,Port 8,GRB,ArtNet,14,370,319,325
1805,Bas,Port 8,GRB,ArtNet,14,373,317,325
1806,Bas,Port 8,GRB,ArtNet,14,376,316,325
1807,Bas,Port 8,GRB,ArtNet,14,379,314,325
1808,Bas,Port 8,GRB,ArtNet,14,382,312,325
1809,Bas,Port 8,GRB,ArtNet,14,385,311,325
1810,Bas,Port 8,GRB,ArtNet,14,388,309,325
1811,Bas,Port 8,GRB,ArtNet,14,391,307,325
1812,Bas,Port 8,GRB,ArtNet,14,394,306,325
1813,Bas,Port 8,GRB,ArtNet,14,397,304,325
1814,Bas,Port 8,GRB,ArtNet,14,400,302,325
1815,Bas,Port 8,GRB,ArtNet,14,403,301,325
1816,Bas,Port 8,GRB,ArtNet,14,406,299,325
1817,Bas,Port 8,GRB,ArtNet,14,409,297,325
1818,Bas,Port 8,GRB,ArtNet,14,412,295,325
1819,Bas,Port 8,GRB,ArtNet,14,415,294,325
1820,Bas,Port 8,GRB,ArtNet,14,418,292,325
1821,Bas,Port 8,GRB,ArtNet,14,421,290,325
1822,Bas,Port 8,GRB,ArtNet,14,424,289,325
1823,Bas,Port 8,GRB,ArtNet,14,427,287,325
1824,Bas,Port 8,GRB,ArtNet,14,430,285,325
1825,Bas,Port 8,GRB,ArtNet,14,433,284,325
1826,Bas,Port 8,GRB,ArtNet,14,436,282,325
1827,Bas,Port 8,GRB,ArtNet,14,439,280,325
1828,Bas,Port 8,GRB,ArtNet,14,442,279,325
1829,Bas,Port 8,GRB,ArtNet,14,445,277,325
1830,Bas,Port 8,GRB,ArtNet,14,448,275,325
1831,Bas,Port 8,GRB,ArtNet,14,451,274,325
1832,Bas,Port 8,GRB,ArtNet,14,454,272,325
1833,Bas,Port 8,GRB,ArtNet,14,457,270,325
1834,Bas,Port 8,GRB,ArtNet,14,460,269,325
1835,Bas,Port 8,GRB,ArtNet,14,463,267,325
1836,Bas,Port 8,GRB,ArtNet,14,466,265,325
1837,Bas,Port 8,GRB,ArtNet,14,469,264,325
1838,Bas,Port 8,GRB,ArtNet,14,472,262,325
1839,Bas,Port 8,GRB,ArtNet,14,475,260,325
1840,Bas,Port 8,GRB,ArtNet,14,478,259,325
1841,Bas,Port 8,GRB,ArtNet,14,481,257,325
1842,Bas,Port 8,GRB,ArtNet,14,484,255,325
1843,Bas,Port 8,GRB,ArtNet,14,487,254,325
1844,Bas,Port 8,GRB,ArtNet,14,490,252,325
1845,Bas,Port 8,GRB,ArtNet,14,493,250,325
1846,Bas,Port 8,GRB,ArtNet,14,496,248,325
1847,Bas,Port 8,GRB,ArtNet,14,499,247,325
1848,Bas,Port 8,GRB,ArtNet,14,502,245,325
1849,Bas,Port 8,GRB,ArtNet,14,505,243,325
1850,Bas,Port 8,GRB,ArtNet,14,508,242,325
1851,Bas,Port 8,GRB,ArtNet,15,1,240,325
1852,Bas,Port 8,GRB,ArtNet,15,4,238,325
1853,Bas,Port 8,GRB,ArtNet,15,7,237,325
1854,Bas,Port 8,GRB,ArtNet,15,10,235,325
1855,Bas,Port 8,GRB,ArtNet,15,13,233,325
1856,Bas,Port 8,GRB,ArtNet,15,16,232,325
1857,Bas,Port 8,GRB,ArtNet,15,19,230,325
1858,Bas,Port 8,GRB,ArtNet,15,22,228,325
1859,Bas,Port 8,GRB,ArtNet,15,25,227,325
1860,Bas,Port 8,GRB,ArtNet,15,28,225,325
1861,Bas,Port 8,GRB,ArtNet,15,31,225,324
1862,Bas,Port 8,GRB,ArtNet,15,34,225,322
1863,Bas,Port 8,GRB,ArtNet,15,37,225,321
1864,Bas,Port 8,GRB,ArtNet,15,40,225,319
1865,Bas,Port 8,GRB,ArtNet,15,43,225,317
1866,Bas,Port 8,GRB,ArtNet,15,46,225,316
1867,Bas,Port 8,GRB,ArtNet,15,49,225,314
1868,Bas,Port 8,GRB,ArtNet,15,52,225,312
1869,Bas,Port 8,GRB,ArtNet,15,55,225,311
1870,Bas,Port 8,GRB,ArtNet,15,58,225,309
1871,Bas,Port 8,GRB,ArtNet,15,61,225,307
1872,Bas,Port 8,GRB,ArtNet,15,64,225,306
1873,Bas,Port 8,GRB,ArtNet,15,67,225,304
1874,Bas,Port 8,GRB,ArtNet,15,70,225,302
1875,Bas,Port 8,GRB,ArtNet,15,73,225,301
1876,Bas,Port 8,GRB,ArtNet,15,76,225,299
1877,Bas,Port 8,GRB,ArtNet,15,79,225,297
1878,Bas,Port 8,GRB,ArtNet,15,82,225,295
1879,Bas,Port 8,GRB,ArtNet,15,85,225,294
1880,Bas,Port 8,GRB,ArtNet,15,88,225,292
1881,Bas,Port 8,GRB,ArtNet,15,91,225,290
1882,Bas,Port 8,GRB,ArtNet,15,94,225,289
1883,Bas,Port 8,GRB,ArtNet,15,97,225,287
1884,Bas,Port 8,GRB,ArtNet,15,100,225,285
1885,Bas,Port 8,GRB,ArtNet,15,103,225,284
1886,Bas,Port 8,GRB,ArtNet,15,106,225,282
1887,Bas,Port 8,GRB,ArtNet,15,109,225,280
1888,Bas,Port 8,GRB,ArtNet,15,112,225,279
1889,Bas,Port 8,GRB,ArtNet,15,115,225,277
1890,Bas,Port 8,GRB,ArtNet,15,118,225,275
1891,Bas,Port 8,GRB,ArtNet,15,121,225,274
1892,Bas,Port 8,GRB,ArtNet,15,124,225,272
1893,Bas,Port 8,GRB,ArtNet,15,127,225,270
1894,Bas,Port 8,GRB,ArtNet,15,130,225,269
1895,Bas,Port 8,GRB,ArtNet,15,133,225,267
1896,Bas,Port 8,GRB,ArtNet,15,136,225,265
1897,Bas,Port 8,GRB,ArtNet,15,139,225,264
1898,Bas,Port 8,GRB,ArtNet,15,142,225,262
1899,Bas,Port 8,GRB,ArtNet,15,145,225,260
1900,Bas,Port 8,GRB,ArtNet,15,148,225,259
1901,Bas,Port 8,GRB,ArtNet,15,151,225,257
1902,Bas,Port 8,GRB,ArtNet,15,154,225,255
1903,Bas,Port 8,GRB,ArtNet,15,157,225,254
1904,Bas,Port 8,GRB,ArtNet,15,160,225,252
1905,Bas,Port 8,GRB,ArtNet,15,163,225,250
1906,Bas,Port 8,GRB,ArtNet,15,166,225,248
1907,Bas,Port 8,GRB,ArtNet,15,169,225,247
1908,Bas,Port 8,GRB,ArtNet,15,172,225,245
1909,Bas,Port 8,GRB,ArtNet,15,175,225,243
1910,Bas,Port 8,GRB,ArtNet,15,178,225,242
1911,Bas,Port 8,GRB,ArtNet,15,181,225,240
1912,Bas,Port 8,GRB,ArtNet,15,184,225,238
1913,Bas,Port 8,GRB,ArtNet,15,187,225,237
1914,Bas,Port 8,GRB,ArtNet,15,190,225,235
1915,Bas,Port 8,GRB,ArtNet,15,193,225,233
1916,Bas,Port 8,GRB,ArtNet,15,196,225,232
1917,Bas,Port 8,GRB,ArtNet,15,199,225,230
1918,Bas,Port 8,GRB,ArtNet,15,202,225,228
1919,Bas,Port 8,GRB,ArtNet,15,205,225,227
1920,Bas,Port 8,GRB,ArtNet,15,208,225,225
