Number,Group,Sub-group,Type,Protocol,Universe,Address,X,Y
482,Haut,Port 3,GRB,ArtNet,4,4,203,0
483,Haut,Port 3,GRB,ArtNet,4,7,205,0
484,Haut,Port 3,GRB,ArtNet,4,10,208,0
485,Haut,Port 3,GRB,ArtNet,4,13,210,0
486,Haut,Port 3,GRB,ArtNet,4,16,213,0
487,Haut,Port 3,GRB,ArtNet,4,19,215,0
488,Haut,Port 3,GRB,ArtNet,4,22,218,0
489,Haut,Port 3,GRB,ArtNet,4,25,220,0
490,Haut,Port 3,GRB,ArtNet,4,28,223,0
491,Haut,Port 3,GRB,ArtNet,4,31,225,0
492,Haut,Port 3,GRB,ArtNet,4,34,228,0
493,Haut,Port 3,GRB,ArtNet,4,37,230,0
494,Haut,Port 3,GRB,ArtNet,4,40,233,0
495,Haut,Port 3,GRB,ArtNet,4,43,235,0
496,Haut,Port 3,GRB,ArtNet,4,46,238,0
497,Haut,Port 3,GRB,ArtNet,4,49,240,0
498,Haut,Port 3,GRB,ArtNet,4,52,243,0
499,Haut,Port 3,GRB,ArtNet,4,55,245,0
500,Haut,Port 3,GRB,ArtNet,4,58,248,0
501,Haut,Port 3,GRB,ArtNet,4,61,251,0
502,Haut,Port 3,GRB,ArtNet,4,64,253,0
503,Haut,Port 3,GRB,ArtNet,4,67,256,0
504,Haut,Port 3,GRB,ArtNet,4,70,258,0
505,Haut,Port 3,GRB,ArtNet,4,73,261,0
506,Haut,Port 3,GRB,ArtNet,4,76,263,0
507,Haut,Port 3,GRB,ArtNet,4,79,266,0
508,Haut,Port 3,GRB,ArtNet,4,82,268,0
509,Haut,Port 3,GRB,ArtNet,4,85,271,0
510,Haut,Port 3,GRB,ArtNet,4,88,273,0
511,Haut,Port 3,GRB,ArtNet,4,91,276,0
512,Haut,Port 3,GRB,ArtNet,4,94,278,0
513,Haut,Port 3,GRB,ArtNet,4,97,281,0
514,Haut,Port 3,GRB,ArtNet,4,100,283,0
515,Haut,Port 3,GRB,ArtNet,4,103,286,0
516,Haut,Port 3,GRB,ArtNet,4,106,288,0
517,Haut,Port 3,GRB,ArtNet,4,109,291,0
518,Haut,Port 3,GRB,ArtNet,4,112,293,0
519,Haut,Port 3,GRB,ArtNet,4,115,296,0
520,Haut,Port 3,GRB,ArtNet,4,118,298,0
521,Haut,Port 3,GRB,ArtNet,4,121,301,0
522,Haut,Port 3,GRB,ArtNet,4,124,304,0
523,Haut,Port 3,GRB,ArtNet,4,127,306,0
524,Haut,Port 3,GRB,ArtNet,4,130,309,0
525,Haut,Port 3,GRB,ArtNet,4,133,311,0
526,Haut,Port 3,GRB,ArtNet,4,136,314,0
527,Haut,Port 3,GRB,ArtNet,4,139,316,0
528,Haut,Port 3,GRB,ArtNet,4,142,319,0
529,Haut,Port 3,GRB,ArtNet,4,145,321,0
530,Haut,Port 3,GRB,ArtNet,4,148,324,0
531,Haut,Port 3,GRB,ArtNet,4,151,326,0
532,Haut,Port 3,GRB,ArtNet,4,154,329,0
533,Haut,Port 3,GRB,ArtNet,4,157,331,0
534,Haut,Port 3,GRB,ArtNet,4,160,334,0
535,Haut,Port 3,GRB,ArtNet,4,163,336,0
536,Haut,Port 3,GRB,ArtNet,4,166,339,0
537,Haut,Port 3,GRB,ArtNet,4,169,341,0
538,Haut,Port 3,GRB,ArtNet,4,172,344,0
539,Haut,Port 3,GRB,ArtNet,4,175,346,0
540,Haut,Port 3,GRB,ArtNet,4,178,349,0
541,Haut,Port 3,GRB,ArtNet,4,181,348,0
542,Haut,Port 3,GRB,ArtNet,4,184,348,3
543,Haut,Port 3,GRB,ArtNet,4,187,348,5
544,Haut,Port 3,GRB,ArtNet,4,190,348,8
545,Haut,Port 3,GRB,ArtNet,4,193,348,10
546,Haut,Port 3,GRB,ArtNet,4,196,348,13
547,Haut,Port 3,GRB,ArtNet,4,199,348,15
548,Haut,Port 3,GRB,ArtNet,4,202,348,18
549,Haut,Port 3,GRB,ArtNet,4,205,348,20
550,Haut,Port 3,GRB,ArtNet,4,208,348,23
551,Haut,Port 3,GRB,ArtNet,4,211,348,25
552,Haut,Port 3,GRB,ArtNet,4,214,348,28
553,Haut,Port 3,GRB,ArtNet,4,217,348,30
554,Haut,Port 3,GRB,ArtNet,4,220,348,33
555,Haut,Port 3,GRB,ArtNet,4,223,348,35
556,Haut,Port 3,GRB,ArtNet,4,226,348,38
557,Haut,Port 3,GRB,ArtNet,4,229,348,40
558,Haut,Port 3,GRB,ArtNet,4,232,348,43
559,Haut,Port 3,GRB,ArtNet,4,235,348,45
560,Haut,Port 3,GRB,ArtNet,4,238,348,48
561,Haut,Port 3,GRB,ArtNet,4,241,348,51
562,Haut,Port 3,GRB,ArtNet,4,244,348,53
563,Haut,Port 3,GRB,ArtNet,4,247,348,56
564,Haut,Port 3,GRB,ArtNet,4,250,348,58
565,Haut,Port 3,GRB,ArtNet,4,253,348,61
566,Haut,Port 3,GRB,ArtNet,4,256,348,63
567,Haut,Port 3,GRB,ArtNet,4,259,348,66
568,Haut,Port 3,GRB,ArtNet,4,262,348,68
569,Haut,Port 3,GRB,ArtNet,4,265,348,71
570,Haut,Port 3,GRB,ArtNet,4,268,348,73
571,Haut,Port 3,GRB,ArtNet,4,271,348,76
572,Haut,Port 3,GRB,ArtNet,4,274,348,78
573,Haut,Port 3,GRB,ArtNet,4,277,348,81
574,Haut,Port 3,GRB,ArtNet,4,280,348,83
575,Haut,Port 3,GRB,ArtNet,4,283,348,86
576,Haut,Port 3,GRB,ArtNet,4,286,348,88
577,Haut,Port 3,GRB,ArtNet,4,289,348,91
578,Haut,Port 3,GRB,ArtNet,4,292,348,93
579,Haut,Port 3,GRB,ArtNet,4,295,348,96
580,Haut,Port 3,GRB,ArtNet,4,298,348,98
581,Haut,Port 3,GRB,ArtNet,4,301,348,101
582,Haut,Port 3,GRB,ArtNet,4,304,348,104
583,Haut,Port 3,GRB,ArtNet,4,307,348,106
584,Haut,Port 3,GRB,ArtNet,4,310,348,109
585,Haut,Port 3,GRB,ArtNet,4,313,348,111
586,Haut,Port 3,GRB,ArtNet,4,316,348,114
587,Haut,Port 3,GRB,ArtNet,4,319,348,116
588,Haut,Port 3,GRB,ArtNet,4,322,348,119
589,Haut,Port 3,GRB,ArtNet,4,325,348,121
590,Haut,Port 3,GRB,ArtNet,4,328,348,124
591,Haut,Port 3,GRB,ArtNet,4,331,348,126
592,Haut,Port 3,GRB,ArtNet,4,334,348,129
593,Haut,Port 3,GRB,ArtNet,4,337,348,131
594,Haut,Port 3,GRB,ArtNet,4,340,348,134
595,Haut,Port 3,GRB,ArtNet,4,343,348,136
596,Haut,Port 3,GRB,ArtNet,4,346,348,139
597,Haut,Port 3,GRB,ArtNet,4,349,348,141
598,Haut,Port 3,GRB,ArtNet,4,352,348,144
599,Haut,Port 3,GRB,ArtNet,4,355,348,146
600,Haut,Port 3,GRB,ArtNet,4,358,348,149
601,Haut,Port 3,GRB,ArtNet,4,361,349,150
602,Haut,Port 3,GRB,ArtNet,4,364,346,150
603,Haut,Port 3,GRB,ArtNet,4,367,344,150
604,Haut,Port 3,GRB,ArtNet,4,370,341,150
605,Haut,Port 3,GRB,ArtNet,4,373,339,150
606,Haut,Port 3,GRB,ArtNet,4,376,336,150
607,Haut,Port 3,GRB,ArtNet,4,379,334,150
608,Haut,Port 3,GRB,ArtNet,4,382,331,150
609,Haut,Port 3,GRB,ArtNet,4,385,329,150
610,Haut,Port 3,GRB,ArtNet,4,388,326,150
611,Haut,Port 3,GRB,ArtNet,4,391,324,150
612,Haut,Port 3,GRB,ArtNet,4,394,321,150
613,Haut,Port 3,GRB,ArtNet,4,397,319,150
614,Haut,Port 3,GRB,ArtNet,4,400,316,150
615,Haut,Port 3,GRB,ArtNet,4,403,314,150
616,Haut,Port 3,GRB,ArtNet,4,406,311,150
617,Haut,Port 3,GRB,ArtNet,4,409,309,150
618,Haut,Port 3,GRB,ArtNet,4,412,306,150
619,Haut,Port 3,GRB,ArtNet,4,415,304,150
620,Haut,Port 3,GRB,ArtNet,4,418,301,150
621,Haut,Port 3,GRB,ArtNet,4,421,298,150
622,Haut,Port 3,GRB,ArtNet,4,424,296,150
623,Haut,Port 3,GRB,ArtNet,4,427,293,150
624,Haut,Port 3,GRB,ArtNet,4,430,291,150
625,Haut,Port 3,GRB,ArtNet,4,433,288,150
626,Haut,Port 3,GRB,ArtNet,4,436,286,150
627,Haut,Port 3,GRB,ArtNet,4,439,283,150
628,Haut,Port 3,GRB,ArtNet,4,442,281,150
629,Haut,Port 3,GRB,ArtNet,4,445,278,150
630,Haut,Port 3,GRB,ArtNet,4,448,276,150
631,Haut,Port 3,GRB,ArtNet,4,451,273,150
632,Haut,Port 3,GRB,ArtNet,4,454,271,150
633,Haut,Port 3,GRB,ArtNet,4,457,268,150
634,Haut,Port 3,GRB,ArtNet,4,460,266,150
635,Haut,Port 3,GRB,ArtNet,4,463,263,150
636,Haut,Port 3,GRB,ArtNet,4,466,261,150
637,Haut,Port 3,GRB,ArtNet,4,469,258,150
638,Haut,Port 3,GRB,ArtNet,4,472,256,150
639,Haut,Port 3,GRB,ArtNet,4,475,253,150
640,Haut,Port 3,GRB,ArtNet,4,478,251,150
641,Haut,Port 3,GRB,ArtNet,4,481,248,150
642,Haut,Port 3,GRB,ArtNet,4,484,245,150
643,Haut,Port 3,GRB,ArtNet,4,487,243,150
644,Haut,Port 3,GRB,ArtNet,4,490,240,150
645,Haut,Port 3,GRB,ArtNet,4,493,238,150
646,Haut,Port 3,GRB,ArtNet,4,496,235,150
647,Haut,Port 3,GRB,ArtNet,4,499,233,150
648,Haut,Port 3,GRB,ArtNet,4,502,230,150
649,Haut,Port 3,GRB,ArtNet,4,505,228,150
650,Haut,Port 3,GRB,ArtNet,4,508,225,150
651,Haut,Port 3,GRB,ArtNet,5,1,223,150
652,Haut,Port 3,GRB,ArtNet,5,4,220,150
653,Haut,Port 3,GRB,ArtNet,5,7,218,150
654,Haut,Port 3,GRB,ArtNet,5,10,215,150
655,Haut,Port 3,GRB,ArtNet,5,13,213,150
656,Haut,Port 3,GRB,ArtNet,5,16,210,150
657,Haut,Port 3,GRB,ArtNet,5,19,208,150
658,Haut,Port 3,GRB,ArtNet,5,22,205,150
659,Haut,Port 3,GRB,ArtNet,5,25,203,150
660,Haut,Port 3,GRB,ArtNet,5,28,200,150
661,Haut,Port 3,GRB,ArtNet,5,31,200,149
662,Haut,Port 3,GRB,ArtNet,5,34,200,146
663,Haut,Port 3,GRB,ArtNet,5,37,200,144
664,Haut,Port 3,GRB,ArtNet,5,40,200,141
665,Haut,Port 3,GRB,ArtNet,5,43,200,139
666,Haut,Port 3,GRB,ArtNet,5,46,200,136
667,Haut,Port 3,GRB,ArtNet,5,49,200,134
668,Haut,Port 3,GRB,ArtNet,5,52,200,131
669,Haut,Port 3,GRB,ArtNet,5,55,200,129
670,Haut,Port 3,GRB,ArtNet,5,58,200,126
671,Haut,Port 3,GRB,ArtNet,5,61,200,124
672,Haut,Port 3,GRB,ArtNet,5,64,200,121
673,Haut,Port 3,GRB,ArtNet,5,67,200,119
674,Haut,Port 3,GRB,ArtNet,5,70,200,116
675,Haut,Port 3,GRB,ArtNet,5,73,200,114
676,Haut,Port 3,GRB,ArtNet,5,76,200,111
677,Haut,Port 3,GRB,ArtNet,5,79,200,108
678,Haut,Port 3,GRB,ArtNet,5,82,200,106
679,Haut,Port 3,GRB,ArtNet,5,85,200,103
680,Haut,Port 3,GRB,ArtNet,5,88,200,101
681,Haut,Port 3,GRB,ArtNet,5,91,200,98
682,Haut,Port 3,GRB,ArtNet,5,94,200,96
683,Haut,Port 3,GRB,ArtNet,5,97,200,93
684,Haut,Port 3,GRB,ArtNet,5,100,200,91
685,Haut,Port 3,GRB,ArtNet,5,103,200,88
686,Haut,Port 3,GRB,ArtNet,5,106,200,86
687,Haut,Port 3,GRB,ArtNet,5,109,200,83
688,Haut,Port 3,GRB,ArtNet,5,112,200,81
689,Haut,Port 3,GRB,ArtNet,5,115,200,78
690,Haut,Port 3,GRB,ArtNet,5,118,200,76
691,Haut,Port 3,GRB,ArtNet,5,121,200,73
692,Haut,Port 3,GRB,ArtNet,5,124,200,71
693,Haut,Port 3,GRB,ArtNet,5,127,200,68
694,Haut,Port 3,GRB,ArtNet,5,130,200,66
695,Haut,Port 3,GRB,ArtNet,5,133,200,63
696,Haut,Port 3,GRB,ArtNet,5,136,200,61
697,Haut,Port 3,GRB,ArtNet,5,139,200,58
698,Haut,Port 3,GRB,ArtNet,5,142,200,55
699,Haut,Port 3,GRB,ArtNet,5,145,200,53
700,Haut,Port 3,GRB,ArtNet,5,148,200,50
701,Haut,Port 3,GRB,ArtNet,5,151,200,48
702,Haut,Port 3,GRB,ArtNet,5,154,200,45
703,Haut,Port 3,GRB,ArtNet,5,157,200,43
704,Haut,Port 3,GRB,ArtNet,5,160,200,40
705,Haut,Port 3,GRB,ArtNet,5,163,200,38
706,Haut,Port 3,GRB,ArtNet,5,166,200,35
707,Haut,Port 3,GRB,ArtNet,5,169,200,33
708,Haut,Port 3,GRB,ArtNet,5,172,200,30
709,Haut,Port 3,GRB,ArtNet,5,175,200,28
710,Haut,Port 3,GRB,ArtNet,5,178,200,25
711,Haut,Port 3,GRB,ArtNet,5,181,200,23
712,Haut,Port 3,GRB,ArtNet,5,184,200,20
713,Haut,Port 3,GRB,ArtNet,5,187,200,18
714,Haut,Port 3,GRB,ArtNet,5,190,200,15
715,Haut,Port 3,GRB,ArtNet,5,193,200,13
716,Haut,Port 3,GRB,ArtNet,5,196,200,10
717,Haut,Port 3,GRB,ArtNet,5,199,200,7
718,Haut,Port 3,GRB,ArtNet,5,202,200,5
719,Haut,Port 3,GRB,ArtNet,5,205,200,2
720,Haut,Port 3,GRB,ArtNet,5,208,200,0
721,Bas,Port 4,GRB,ArtNet,6,1,225,25
722,Bas,Port 4,GRB,ArtNet,6,4,227,25
723,Bas,Port 4,GRB,ArtNet,6,7,228,25
724,Bas,Port 4,GRB,ArtNet,6,10,230,25
725,Bas,Port 4,GRB,ArtNet,6,13,232,25
726,Bas,Port 4,GRB,ArtNet,6,16,233,25
727,Bas,Port 4,GRB,ArtNet,6,19,235,25
728,Bas,Port 4,GRB,ArtNet,6,22,237,25
729,Bas,Port 4,GRB,ArtNet,6,25,238,25
730,Bas,Port 4,GRB,ArtNet,6,28,240,25
731,Bas,Port 4,GRB,ArtNet,6,31,242,25
732,Bas,Port 4,GRB,ArtNet,6,34,243,25
733,Bas,Port 4,GRB,ArtNet,6,37,245,25
734,Bas,Port 4,GRB,ArtNet,6,40,247,25
735,Bas,Port 4,GRB,ArtNet,6,43,248,25
736,Bas,Port 4,GRB,ArtNet,6,46,250,25
737,Bas,Port 4,GRB,ArtNet,6,49,252,25
738,Bas,Port 4,GRB,ArtNet,6,52,254,25
739,Bas,Port 4,GRB,ArtNet,6,55,255,25
740,Bas,Port 4,GRB,ArtNet,6,58,257,25
741,Bas,Port 4,GRB,ArtNet,6,61,259,25
742,Bas,Port 4,GRB,ArtNet,6,64,260,25
743,Bas,Port 4,GRB,ArtNet,6,67,262,25
744,Bas,Port 4,GRB,ArtNet,6,70,264,25
745,Bas,Port 4,GRB,ArtNet,6,73,265,25
746,Bas,Port 4,GRB,ArtNet,6,76,267,25
747,Bas,Port 4,GRB,ArtNet,6,79,269,25
748,Bas,Port 4,GRB,ArtNet,6,82,270,25
749,Bas,Port 4,GRB,ArtNet,6,85,272,25
750,Bas,Port 4,GRB,ArtNet,6,88,274,25
751,Bas,Port 4,GRB,ArtNet,6,91,275,25
752,Bas,Port 4,GRB,ArtNet,6,94,277,25
753,Bas,Port 4,GRB,ArtNet,6,97,279,25
754,Bas,Port 4,GRB,ArtNet,6,100,280,25
755,Bas,Port 4,GRB,ArtNet,6,103,282,25
756,Bas,Port 4,GRB,ArtNet,6,106,284,25
757,Bas,Port 4,GRB,ArtNet,6,109,285,25
758,Bas,Port 4,GRB,ArtNet,6,112,287,25
759,Bas,Port 4,GRB,ArtNet,6,115,289,25
760,Bas,Port 4,GRB,ArtNet,6,118,290,25
761,Bas,Port 4,GRB,ArtNet,6,121,292,25
762,Bas,Port 4,GRB,ArtNet,6,124,294,25
763,Bas,Port 4,GRB,ArtNet,6,127,295,25
764,Bas,Port 4,GRB,ArtNet,6,130,297,25
765,Bas,Port 4,GRB,ArtNet,6,133,299,25
766,Bas,Port 4,GRB,ArtNet,6,136,301,25
767,Bas,Port 4,GRB,ArtNet,6,139,302,25
768,Bas,Port 4,GRB,ArtNet,6,142,304,25
769,Bas,Port 4,GRB,ArtNet,6,145,306,25
770,Bas,Port 4,GRB,ArtNet,6,148,307,25
771,Bas,Port 4,GRB,ArtNet,6,151,309,25
772,Bas,Port 4,GRB,ArtNet,6,154,311,25
773,Bas,Port 4,GRB,ArtNet,6,157,312,25
774,Bas,Port 4,GRB,ArtNet,6,160,314,25
775,Bas,Port 4,GRB,ArtNet,6,163,316,25
776,Bas,Port 4,GRB,ArtNet,6,166,317,25
777,Bas,Port 4,GRB,ArtNet,6,169,319,25
778,Bas,Port 4,GRB,ArtNet,6,172,321,25
779,Bas,Port 4,GRB,ArtNet,6,175,322,25
780,Bas,Port 4,GRB,ArtNet,6,178,324,25
781,Bas,Port 4,GRB,ArtNet,6,181,325,25
782,Bas,Port 4,GRB,ArtNet,6,184,325,27
783,Bas,Port 4,GRB,ArtNet,6,187,325,28
784,Bas,Port 4,GRB,ArtNet,6,190,325,30
785,Bas,Port 4,GRB,ArtNet,6,193,325,32
786,Bas,Port 4,GRB,ArtNet,6,196,325,33
787,Bas,Port 4,GRB,ArtNet,6,199,325,35
788,Bas,Port 4,GRB,ArtNet,6,202,325,37
789,Bas,Port 4,GRB,ArtNet,6,205,325,38
790,Bas,Port 4,GRB,ArtNet,6,208,325,40
791,Bas,Port 4,GRB,ArtNet,6,211,325,42
792,Bas,Port 4,GRB,ArtNet,6,214,325,43
793,Bas,Port 4,GRB,ArtNet,6,217,325,45
794,Bas,Port 4,GRB,ArtNet,6,220,325,47
795,Bas,Port 4,GRB,ArtNet,6,223,325,48
796,Bas,Port 4,GRB,ArtNet,6,226,325,50
797,Bas,Port 4,GRB,ArtNet,6,229,325,52
798,Bas,Port 4,GRB,ArtNet,6,232,325,54
799,Bas,Port 4,GRB,ArtNet,6,235,325,55
800,Bas,Port 4,GRB,ArtNet,6,238,325,57
801,Bas,Port 4,GRB,ArtNet,6,241,325,59
802,Bas,Port 4,GRB,ArtNet,6,244,325,60
803,Bas,Port 4,GRB,ArtNet,6,247,325,62
804,Bas,Port 4,GRB,ArtNet,6,250,325,64
805,Bas,Port 4,GRB,ArtNet,6,253,325,65
806,Bas,Port 4,GRB,ArtNet,6,256,325,67
807,Bas,Port 4,GRB,ArtNet,6,259,325,69
808,Bas,Port 4,GRB,ArtNet,6,262,325,70
809,Bas,Port 4,GRB,ArtNet,6,265,325,72
810,Bas,Port 4,GRB,ArtNet,6,268,325,74
811,Bas,Port 4,GRB,ArtNet,6,271,325,75
812,Bas,Port 4,GRB,ArtNet,6,274,325,77
813,Bas,Port 4,GRB,ArtNet,6,277,325,79
814,Bas,Port 4,GRB,ArtNet,6,280,325,80
815,Bas,Port 4,GRB,ArtNet,6,283,325,82
816,Bas,Port 4,GRB,ArtNet,6,286,325,84
817,Bas,Port 4,GRB,ArtNet,6,289,325,85
818,Bas,Port 4,GRB,ArtNet,6,292,325,87
819,Bas,Port 4,GRB,ArtNet,6,295,325,89
820,Bas,Port 4,GRB,ArtNet,6,298,325,90
821,Bas,Port 4,GRB,ArtNet,6,301,325,92
822,Bas,Port 4,GRB,ArtNet,6,304,325,94
823,Bas,Port 4,GRB,ArtNet,6,307,325,95
824,Bas,Port 4,GRB,ArtNet,6,310,325,97
825,Bas,Port 4,GRB,ArtNet,6,313,325,99
826,Bas,Port 4,GRB,ArtNet,6,316,325,101
827,Bas,Port 4,GRB,ArtNet,6,319,325,102
828,Bas,Port 4,GRB,ArtNet,6,322,325,104
829,Bas,Port 4,GRB,ArtNet,6,325,325,106
830,Bas,Port 4,GRB,ArtNet,6,328,325,107
831,Bas,Port 4,GRB,ArtNet,6,331,325,109
832,Bas,Port 4,GRB,ArtNet,6,334,325,111
833,Bas,Port 4,GRB,ArtNet,6,337,325,112
834,Bas,Port 4,GRB,ArtNet,6,340,325,114
835,Bas,Port 4,GRB,ArtNet,6,343,325,116
836,Bas,Port 4,GRB,ArtNet,6,346,325,117
837,Bas,Port 4,GRB,ArtNet,6,349,325,119
838,Bas,Port 4,GRB,ArtNet,6,352,325,121
839,Bas,Port 4,GRB,ArtNet,6,355,325,122
840,Bas,Port 4,GRB,ArtNet,6,358,325,124
841,Bas,Port 4,GRB,ArtNet,6,361,324,125
842,Bas,Port 4,GRB,ArtNet,6,364,322,125
843,Bas,Port 4,GRB,ArtNet,6,367,321,125
844,Bas,Port 4,GRB,ArtNet,6,370,319,125
845,Bas,Port 4,GRB,ArtNet,6,373,317,125
846,Bas,Port 4,GRB,ArtNet,6,376,316,125
847,Bas,Port 4,GRB,ArtNet,6,379,314,125
848,Bas,Port 4,GRB,ArtNet,6,382,312,125
849,Bas,Port 4,GRB,ArtNet,6,385,311,125
850,Bas,Port 4,GRB,ArtNet,6,388,309,125
851,Bas,Port 4,GRB,ArtNet,6,391,307,125
852,Bas,Port 4,GRB,ArtNet,6,394,306,125
853,Bas,Port 4,GRB,ArtNet,6,397,304,125
854,Bas,Port 4,GRB,ArtNet,6,400,302,125
855,Bas,Port 4,GRB,ArtNet,6,403,301,125
856,Bas,Port 4,GRB,ArtNet,6,406,299,125
857,Bas,Port 4,GRB,ArtNet,6,409,297,125
858,Bas,Port 4,GRB,ArtNet,6,412,295,125
859,Bas,Port 4,GRB,ArtNet,6,415,294,125
860,Bas,Port 4,GRB,ArtNet,6,418,292,125
861,Bas,Port 4,GRB,ArtNet,6,421,290,125
862,Bas,Port 4,GRB,ArtNet,6,424,289,125
863,Bas,Port 4,GRB,ArtNet,6,427,287,125
864,Bas,Port 4,GRB,ArtNet,6,430,285,125
865,Bas,Port 4,GRB,ArtNet,6,433,284,125
866,Bas,Port 4,GRB,ArtNet,6,436,282,125
867,Bas,Port 4,GRB,ArtNet,6,439,280,125
868,Bas,Port 4,GRB,ArtNet,6,442,279,125
869,Bas,Port 4,GRB,ArtNet,6,445,277,125
870,Bas,Port 4,GRB,ArtNet,6,448,275,125
871,Bas,Port 4,GRB,ArtNet,6,451,274,125
872,Bas,Port 4,GRB,ArtNet,6,454,272,125
873,Bas,Port 4,GRB,ArtNet,6,457,270,125
874,Bas,Port 4,GRB,ArtNet,6,460,269,125
875,Bas,Port 4,GRB,ArtNet,6,463,267,125
876,Bas,Port 4,GRB,ArtNet,6,466,265,125
877,Bas,Port 4,GRB,ArtNet,6,469,264,125
878,Bas,Port 4,GRB,ArtNet,6,472,262,125
879,Bas,Port 4,GRB,ArtNet,6,475,260,125
880,Bas,Port 4,GRB,ArtNet,6,478,259,125
881,Bas,Port 4,GRB,ArtNet,6,481,257,125
882,Bas,Port 4,GRB,ArtNet,6,484,255,125
883,Bas,Port 4,GRB,ArtNet,6,487,254,125
884,Bas,Port 4,GRB,ArtNet,6,490,252,125
885,Bas,Port 4,GRB,ArtNet,6,493,250,125
886,Bas,Port 4,GRB,ArtNet,6,496,248,125
887,Bas,Port 4,GRB,ArtNet,6,499,247,125
888,Bas,Port 4,GRB,ArtNet,6,502,245,125
889,Bas,Port 4,GRB,ArtNet,6,505,243,125
890,Bas,Port 4,GRB,ArtNet,6,508,242,125
891,Bas,Port 4,GRB,ArtNet,7,1,240,125
892,Bas,Port 4,GRB,ArtNet,7,4,238,125
893,Bas,Port 4,GRB,ArtNet,7,7,237,125
894,Bas,Port 4,GRB,ArtNet,7,10,235,125
895,Bas,Port 4,GRB,ArtNet,7,13,233,125
896,Bas,Port 4,GRB,ArtNet,7,16,232,125
897,Bas,Port 4,GRB,ArtNet,7,19,230,125
898,Bas,Port 4,GRB,ArtNet,7,22,228,125
899,Bas,Port 4,GRB,ArtNet,7,25,227,125
900,Bas,Port 4,GRB,ArtNet,7,28,225,125
901,Bas,Port 4,GRB,ArtNet,7,31,225,124
902,Bas,Port 4,GRB,ArtNet,7,34,225,122
903,Bas,Port 4,GRB,ArtNet,7,37,225,121
904,Bas,Port 4,GRB,ArtNet,7,40,225,119
905,Bas,Port 4,GRB,ArtNet,7,43,225,117
906,Bas,Port 4,GRB,ArtNet,7,46,225,116
907,Bas,Port 4,GRB,ArtNet,7,49,225,114
908,Bas,Port 4,GRB,ArtNet,7,52,225,112
909,Bas,Port 4,GRB,ArtNet,7,55,225,111
910,Bas,Port 4,GRB,ArtNet,7,58,225,109
911,Bas,Port 4,GRB,ArtNet,7,61,225,107
912,Bas,Port 4,GRB,ArtNet,7,64,225,106
913,Bas,Port 4,GRB,ArtNet,7,67,225,104
914,Bas,Port 4,GRB,ArtNet,7,70,225,102
915,Bas,Port 4,GRB,ArtNet,7,73,225,101
916,Bas,Port 4,GRB,ArtNet,7,76,225,99
917,Bas,Port 4,GRB,ArtNet,7,79,225,97
918,Bas,Port 4,GRB,ArtNet,7,82,225,95
919,Bas,Port 4,GRB,ArtNet,7,85,225,94
920,Bas,Port 4,GRB,ArtNet,7,88,225,92
921,Bas,Port 4,GRB,ArtNet,7,91,225,90
922,Bas,Port 4,GRB,ArtNet,7,94,225,89
923,Bas,Port 4,GRB,ArtNet,7,97,225,87
924,Bas,Port 4,GRB,ArtNet,7,100,225,85
925,Bas,Port 4,GRB,ArtNet,7,103,225,84
926,Bas,Port 4,GRB,ArtNet,7,106,225,82
927,Bas,Port 4,GRB,ArtNet,7,109,225,80
928,Bas,Port 4,GRB,ArtNet,7,112,225,79
929,Bas,Port 4,GRB,ArtNet,7,115,225,77
930,Bas,Port 4,GRB,ArtNet,7,118,225,75
931,Bas,Port 4,GRB,ArtNet,7,121,225,74
932,Bas,Port 4,GRB,ArtNet,7,124,225,72
933,Bas,Port 4,GRB,ArtNet,7,127,225,70
934,Bas,Port 4,GRB,ArtNet,7,130,225,69
935,Bas,Port 4,GRB,ArtNet,7,133,225,67
936,Bas,Port 4,GRB,ArtNet,7,136,225,65
937,Bas,Port 4,GRB,ArtNet,7,139,225,64
938,Bas,Port 4,GRB,ArtNet,7,142,225,62
939,Bas,Port 4,GRB,ArtNet,7,145,225,60
940,Bas,Port 4,GRB,ArtNet,7,148,225,59
941,Bas,Port 4,GRB,ArtNet,7,151,225,57
942,Bas,Port 4,GRB,ArtNet,7,154,225,55
943,Bas,Port 4,GRB,ArtNet,7,157,225,54
944,Bas,Port 4,GRB,ArtNet,7,160,225,52
945,Bas,Port 4,GRB,ArtNet,7,163,225,50
946,Bas,Port 4,GRB,ArtNet,7,166,225,48
947,Bas,Port 4,GRB,ArtNet,7,169,225,47
948,Bas,Port 4,GRB,ArtNet,7,172,225,45
949,Bas,Port 4,GRB,ArtNet,7,175,225,43
950,Bas,Port 4,GRB,ArtNet,7,178,225,42
951,Bas,Port 4,GRB,ArtNet,7,181,225,40
952,Bas,Port 4,GRB,ArtNet,7,184,225,38
953,Bas,Port 4,GRB,ArtNet,7,187,225,37
954,Bas,Port 4,GRB,ArtNet,7,190,225,35
955,Bas,Port 4,GRB,ArtNet,7,193,225,33
956,Bas,Port 4,GRB,ArtNet,7,196,225,32
957,Bas,Port 4,GRB,ArtNet,7,199,225,30
958,Bas,Port 4,GRB,ArtNet,7,202,225,28
959,Bas,Port 4,GRB,ArtNet,7,205,225,27
960,Bas,Port 4,GRB,ArtNet,7,208,225,25
961,Haut,Port 5,GRB,ArtNet,8,1,0,200
962,Haut,Port 5,GRB,ArtNet,8,4,3,200
